animal_id,species,sex,place,date,age_y,rvf,vnt_titre,pattern,numbleeds,seroconverted
37994,bovine,f,1,21jun2016,6,1,,1.............,1,
38005,bovine,f,1,21jun2016,6,0,,01............,2,1
38005,bovine,f,1,17nov2016,6.4082192,1,10,01............,2,1
38008,bovine,f,1,21jun2016,9,0,,0.............,1,
72864,bovine,f,1,21jun2016,2,0,,0.............,1,
72876,bovine,f,1,21jun2016,5,0,,0.............,1,
72879,bovine,f,1,21jun2016,5,0,,0.............,1,
72915,bovine,f,1,21jun2016,4,0,,0.............,1,
J39SM,bovine,m,1,21jun2016,6,0,,0.............,1,
39842,bovine,f,1,21jun2016,5,1,20,1.............,1,
39843h,bovine,f,1,21jun2016,6,0,,0.............,1,
39856,bovine,f,1,21jun2016,4,1,28,1.............,1,
73604,bovine,f,1,21jun2016,8,0,,0.............,1,
73645,bovine,f,1,21jun2016,5,1,,1.............,1,
73649,bovine,f,1,21jun2016,6,0,,0.............,1,
37857,bovine,f,1,02may2017,5,1,640,.....1........,1,
37949,bovine,f,1,02may2017,6,1,20,.....1........,1,
37952,bovine,f,1,02may2017,10,1,640,.....1........,1,
37954,bovine,f,1,02may2017,6,1,20,.....1........,1,
37956,bovine,f,1,02may2017,6,1,40,.....1........,1,
37972,bovine,f,1,02may2017,5,1,10,.....1.1......,2,
37972,bovine,f,1,24aug2017,5.3123288,1,10,.....1.1......,2,
37973,bovine,f,1,02may2017,4,0,,.....0.0......,2,0
37973,bovine,f,1,24aug2017,4.3123288,0,,.....0.0......,2,0
37974,bovine,f,1,02may2017,6,1,20,.....1........,1,
37979,bovine,m,1,02may2017,5,0,,.....0.0......,2,0
37979,bovine,m,1,24aug2017,5.3123288,0,,.....0.0......,2,0
37981,bovine,f,1,02may2017,9,1,10,.....1........,1,
38989,bovine,f,1,02may2017,14,1,80,.....1........,1,
39909,bovine,f,1,21jun2016,2,0,,0.............,1,
40771,bovine,f,1,21jun2016,4,1,28,1.............,1,
78602,bovine,f,1,21jun2016,3,0,,0.............,1,
38713,bovine,m,1,21jun2016,5,0,,0.............,1,
38715,bovine,f,1,21jun2016,4,1,,1.............,1,
38719,bovine,f,1,21jun2016,6,0,,0.............,1,
38720,bovine,f,1,21jun2016,2,0,,0.............,1,
73090,bovine,f,1,21jun2016,5,0,,0.............,1,
73131,bovine,f,1,21jun2016,6,0,,0.............,1,
73132,bovine,f,1,21jun2016,2,0,,0.............,1,
73135,bovine,f,1,21jun2016,8,0,,0.............,1,
38509,bovine,f,1,21jun2016,8,0,,01............,2,1
38509,bovine,f,1,17nov2016,8.4082192,1,40,01............,2,1
38525,bovine,f,1,21jun2016,4,0,,01............,2,1
38525,bovine,f,1,17nov2016,4.4082192,1,10,01............,2,1
39591,bovine,f,1,21jun2016,6,0,,0.............,1,
39603h,bovine,f,1,21jun2016,6,1,14,1.............,1,
39605,bovine,f,1,21jun2016,5,0,,01............,2,1
39605,bovine,f,1,17nov2016,5.4082192,1,40,01............,2,1
11608,bovine,f,1,21jun2016,10,0,,0.............,1,
11870,bovine,f,1,21jun2016,3,1,,1.............,1,
17243,bovine,f,1,21jun2016,5,0,,0.............,1,
73224,bovine,f,1,21jun2016,6,0,,0.............,1,
73225,bovine,f,1,21jun2016,5,0,,0.............,1,
73227,bovine,f,1,21jun2016,4,1,,1.............,1,
73239,bovine,f,1,21jun2016,4,0,,0.............,1,
94726,bovine,m,1,21jun2016,4,1,,1.............,1,
94732,bovine,f,1,21jun2016,6,0,,0.............,1,
94740,bovine,m,1,21jun2016,6,1,14,1.............,1,
94742,bovine,f,1,21jun2016,6,1,,1.............,1,
37846,bovine,f,1,02may2017,4,0,,.....0.1......,2,1
37846,bovine,f,1,24aug2017,4.3123288,1,80,.....0.1......,2,1
37849,bovine,f,1,02may2017,4,0,,.....0........,1,
37850,bovine,f,1,02may2017,4,1,640,.....1........,1,
37855,bovine,f,1,02may2017,6,0,,.....0.0......,2,0
37855,bovine,f,1,24aug2017,6.3123288,0,,.....0.0......,2,0
37858,bovine,f,1,02may2017,6,0,,.....0.0......,2,0
37858,bovine,f,1,24aug2017,6.3123288,0,,.....0.0......,2,0
37860,bovine,f,1,02may2017,8,1,40,.....1........,1,
37861,bovine,f,1,02may2017,7,0,,.....0.0......,2,0
37861,bovine,f,1,24aug2017,7.3123288,0,,.....0.0......,2,0
37863,bovine,f,1,02may2017,7,1,160,.....1........,1,
38810,bovine,f,1,02may2017,6,0,,.....0........,1,
37870,bovine,f,1,21jun2016,5,1,,11............,2,
37870,bovine,f,1,17nov2016,5.4082192,1,80,11............,2,
37872,bovine,f,1,21jun2016,5,0,,00............,2,0
37872,bovine,f,1,17nov2016,5.4082192,0,,00............,2,0
37877,bovine,f,1,21jun2016,4,1,640,1.............,1,
37957,bovine,f,1,21jun2016,8,1,10,1.............,1,
37958,bovine,f,1,21jun2016,6,0,,01............,2,1
37958,bovine,f,1,17nov2016,6.4082192,1,40,01............,2,1
37959,bovine,f,1,21jun2016,6,0,,00...0........,3,0
37959,bovine,f,1,17nov2016,6.4082192,0,,00...0........,3,0
37959,bovine,f,1,02may2017,6.8630137,0,,00...0........,3,0
39641,bovine,f,1,21jun2016,5,1,,1.............,1,
38605,bovine,f,1,21jun2016,5,0,,0.............,1,
39907,bovine,f,1,21jun2016,7,1,,1.............,1,
38825,bovine,f,2,23jun2016,3,0,,0.............,1,
38936,bovine,f,2,23jun2016,4,0,,0.............,1,
38941,bovine,f,2,23jun2016,7,1,,1.............,1,
38916,bovine,f,2,23jun2016,4,0,,0.0...........,2,0
38916,bovine,f,2,19jan2017,4.5753425,0,,0.0...........,2,0
39516,bovine,f,2,23jun2016,6,1,640,1.............,1,
38801,bovine,f,2,23jun2016,4,0,,0.1...........,2,1
38801,bovine,f,2,19jan2017,4.5753425,1,40,0.1...........,2,1
39290,bovine,f,2,23jun2016,4,0,,0.............,1,
39291,bovine,f,2,23jun2016,5,0,,0.............,1,
39293,bovine,f,2,23jun2016,5,0,,0.............,1,
38861,bovine,f,2,23jun2016,5,0,,0.............,1,
38864,bovine,f,2,23jun2016,2,0,,0.............,1,
38871,bovine,f,2,23jun2016,4,0,,0.............,1,
27550,bovine,f,2,04may2017,7,0,,.....0........,1,
38803,bovine,f,2,04may2017,5,0,,.....0........,1,
78205,bovine,f,2,04may2017,10,0,,.....0........,1,
78207,bovine,f,2,04may2017,4,0,,.....0........,1,
78214,bovine,f,2,04may2017,4,0,,.....0........,1,
78216,bovine,f,2,04may2017,4,0,,.....0........,1,
78219,bovine,m,2,04may2017,8,0,,.....0........,1,
78222,bovine,f,2,04may2017,9,1,10,.....1........,1,
78233,bovine,f,2,04may2017,7,0,,.....0........,1,
78234,bovine,f,2,04may2017,8,0,,.....0........,1,
78242,bovine,f,2,04may2017,6,1,10,.....1........,1,
78244,bovine,f,2,04may2017,5,0,,.....0........,1,
9401,bovine,f,2,04may2017,5,1,160,.....1........,1,
Nkosazane,bovine,f,2,04may2017,4,0,,.....0........,1,
39333,bovine,f,2,23jun2016,6,0,,0.............,1,
38914,bovine,f,2,23jun2016,3,0,,0.............,1,
38922,bovine,f,2,23jun2016,4,0,,0.............,1,
38924,bovine,m,2,23jun2016,4,0,,0.............,1,
38970,bovine,f,2,23jun2016,6,0,,0.1...........,2,1
38970,bovine,f,2,19jan2017,6.5753425,1,20,0.1...........,2,1
38980,bovine,f,2,23jun2016,4,0,,0.............,1,
39046,bovine,f,2,23jun2016,3,0,,0.0...........,2,0
39046,bovine,f,2,19jan2017,3.5753425,0,,0.0...........,2,0
39002,bovine,f,2,23jun2016,5,0,,0.............,1,
39011,bovine,f,2,23jun2016,4,0,,0.............,1,
39017,bovine,f,2,23jun2016,6,1,640,1.............,1,
39226,bovine,f,2,23jun2016,3,0,,0.............,1,
39231,bovine,f,2,23jun2016,2,1,10,1.............,1,
39144,bovine,f,2,23jun2016,6,0,,0.............,1,
39146,bovine,f,2,23jun2016,6,0,,0.............,1,
39148,bovine,f,2,23jun2016,3,0,,0.............,1,
37967,bovine,f,2,23jun2016,3,0,,0.............,1,
38895,bovine,f,2,23jun2016,5,0,,0.............,1,
38897,bovine,f,2,23jun2016,2,1,40,1.............,1,
38884,bovine,f,2,23jun2016,5,0,,0.0...........,2,0
38884,bovine,f,2,19jan2017,5.5753425,0,,0.0...........,2,0
38885,bovine,m,2,23jun2016,6,0,,0.............,1,
39550,bovine,f,2,23jun2016,6,1,160,1.............,1,
39269,bovine,f,2,23jun2016,7,0,,0.............,1,
39279,bovine,f,2,23jun2016,5,1,,1.............,1,
39280,bovine,f,2,23jun2016,3,0,,0.............,1,
39030,bovine,f,2,23jun2016,3,0,,0.............,1,
39038,bovine,m,2,23jun2016,3,0,,0.............,1,
70895,bovine,f,2,23jun2016,4,0,,0.0...........,2,0
70895,bovine,f,2,19jan2017,4.5753425,0,,0.0...........,2,0
M39MA05,bovine,f,2,23jun2016,8,0,,0.............,1,
39329,bovine,f,2,23jun2016,6,0,,0.............,1,
13194,bovine,f,2,23jun2016,5,0,,0.............,1,
13213,bovine,m,2,23jun2016,5,0,,0.0...........,2,0
13213,bovine,m,2,19jan2017,5.5753425,0,,0.0...........,2,0
13221,bovine,f,2,23jun2016,3,0,,0.1...........,2,1
13221,bovine,f,2,19jan2017,3.5753425,1,10,0.1...........,2,1
39019,bovine,f,2,23jun2016,4,1,640,1.............,1,
39022,bovine,m,2,23jun2016,5,1,,1.............,1,
39025,bovine,f,2,23jun2016,7,0,,0.............,1,
39117,bovine,f,2,23jun2016,6,0,,0.............,1,
39121,bovine,f,2,23jun2016,7,0,,0.............,1,
39129,bovine,f,2,23jun2016,3,0,,0.............,1,
28378,bovine,m,3,22jun2016,3,0,,0.............,1,
28397,bovine,f,3,22jun2016,5,1,640,11............,2,
28397,bovine,f,3,16nov2016,5.4027397,1,160,11............,2,
61554,bovine,m,3,22jun2016,4,0,,0.............,1,
61560,bovine,f,3,22jun2016,7,0,,00............,2,0
61560,bovine,f,3,16nov2016,7.4027397,0,,00............,2,0
wrong tag,bovine,f,3,22jun2016,4,0,,0.............,1,
28027,bovine,f,3,22jun2016,7,0,,0.............,1,
28040,bovine,m,3,22jun2016,3,0,,0.............,1,
5038,bovine,f,3,22jun2016,5,1,20,1.............,1,
6694,bovine,f,3,22jun2016,5,0,,0.............,1,
6699,bovine,f,3,22jun2016,6,0,,0.............,1,
70742,bovine,f,3,22jun2016,4,0,,0.............,1,
7575,bovine,f,3,22jun2016,3,0,,0.............,1,
7581,bovine,m,3,22jun2016,4,0,,00............,2,0
7581,bovine,m,3,16nov2016,4.4027397,0,,00............,2,0
28316,bovine,f,3,22jun2016,6,0,,00............,2,0
28316,bovine,f,3,16nov2016,6.4027397,0,,00............,2,0
28329,bovine,f,3,22jun2016,3,0,,0.............,1,
28185,bovine,m,3,22jun2016,2,0,,00............,2,0
28185,bovine,m,3,16nov2016,2.4027397,0,,00............,2,0
28187,bovine,m,3,22jun2016,3,0,,00............,2,0
28187,bovine,m,3,16nov2016,3.4027397,0,,00............,2,0
28198,bovine,f,3,22jun2016,5,0,,00............,2,0
28198,bovine,f,3,16nov2016,5.4027397,0,,00............,2,0
28432,bovine,f,3,22jun2016,3,1,40,1.............,1,
28436,bovine,f,3,22jun2016,6,0,,0.............,1,
32798,bovine,f,3,22jun2016,5,1,40,1.............,1,
37597,bovine,f,4,23jun2016,8,1,,1.............,1,
37693,bovine,f,4,23jun2016,7,0,,0.............,1,
37695,bovine,m,4,23jun2016,4,1,,1.............,1,
37700,bovine,m,4,23jun2016,4,0,,0.............,1,
37704,bovine,f,4,23jun2016,9,1,14,1.............,1,
37705,bovine,f,4,23jun2016,5,1,56,1.............,1,
37706,bovine,f,4,23jun2016,6,1,640,1.............,1,
37707,bovine,f,4,23jun2016,8,1,,1.............,1,
37709,bovine,f,4,23jun2016,6,1,,1.............,1,
37712,bovine,m,4,23jun2016,3,0,,0.............,1,
37715,bovine,f,4,23jun2016,6,1,28,1.............,1,
37719,bovine,f,4,23jun2016,5,1,10,1.............,1,
37720,bovine,f,4,23jun2016,4,1,640,1.............,1,
37721,bovine,m,4,23jun2016,4,0,,0.............,1,
37725,bovine,f,4,23jun2016,5,0,,0.............,1,
37727,bovine,f,4,23jun2016,3,0,,0.............,1,
37729,bovine,f,4,23jun2016,6,1,640,1.............,1,
39609,bovine,f,4,23jun2016,8,0,,0.............,1,
37799,bovine,f,4,23jun2016,5,1,,1.............,1,
37810,bovine,f,4,23jun2016,2,0,,0.............,1,
37816,bovine,f,4,23jun2016,3,0,,0.............,1,
37817,bovine,m,4,23jun2016,8,0,,0.............,1,
37825,bovine,f,4,23jun2016,3,0,,0.............,1,
37843,bovine,f,4,23jun2016,4,1,,1.............,1,
22484,bovine,f,4,23jun2016,5,0,,0.............,1,
22485,bovine,f,4,23jun2016,3,0,,0.............,1,
23203,bovine,f,4,23jun2016,6,0,,0.............,1,
M531,bovine,f,4,23jun2016,4,0,,0.............,1,
37507,bovine,f,4,23jun2016,2,0,,0.............,1,
37512,bovine,f,4,23jun2016,2,0,,0.............,1,
37646,bovine,f,4,23jun2016,4,0,,0.............,1,
37658,bovine,f,4,23jun2016,5,0,,0.............,1,
37572,bovine,f,4,23jun2016,4,1,,1.............,1,
37579,bovine,f,4,23jun2016,3,1,56,1.............,1,
37547,bovine,m,4,23jun2016,4,1,640,1.............,1,
37552,bovine,m,4,23jun2016,3,0,,0.............,1,
37561,bovine,f,4,23jun2016,8,1,640,1.............,1,
37563,bovine,f,4,23jun2016,2,1,,1.............,1,
37747,bovine,f,4,23jun2016,8,0,,0.............,1,
37976,bovine,f,4,23jun2016,4,1,640,1.............,1,
37985,bovine,f,4,23jun2016,6,0,,0.............,1,
37988,bovine,f,4,23jun2016,1.5,0,,0.............,1,
37624,bovine,f,4,23jun2016,4,1,,1.............,1,
37632,bovine,m,4,23jun2016,3,1,640,1.............,1,
37503,bovine,m,4,23jun2016,5,1,640,1.............,1,
37505,bovine,f,4,23jun2016,4,1,,1.............,1,
22037,bovine,f,4,23jun2016,8,0,,0.............,1,
22043,bovine,m,4,23jun2016,3,0,,0.............,1,
37680,bovine,f,4,23jun2016,4,0,,0.............,1,
37683,bovine,f,4,23jun2016,4,1,40,1.............,1,
8398,bovine,m,5,22jun2016,7,0,,00............,2,0
8398,bovine,m,5,16nov2016,7.4027397,0,,00............,2,0
8411,bovine,f,5,22jun2016,5,0,,0.............,1,
9346,bovine,f,5,22jun2016,7,0,,0000..........,4,0
9346,bovine,f,5,16nov2016,7.4027397,0,,0000..........,4,0
9346,bovine,f,5,18jan2017,7.5753425,0,0,0000..........,4,0
9346,bovine,f,5,15feb2017,7.6520548,0,,0000..........,4,0
9670,bovine,f,5,22jun2016,6,0,,0011..........,4,1
9670,bovine,f,5,16nov2016,6.4027397,0,,0011..........,4,1
9670,bovine,f,5,18jan2017,6.5753425,1,40,0011..........,4,1
9670,bovine,f,5,15feb2017,6.6520548,1,80,0011..........,4,1
9671,bovine,m,5,22jun2016,7,0,,0.00..........,3,0
9671,bovine,m,5,18jan2017,7.5753425,0,,0.00..........,3,0
9671,bovine,m,5,15feb2017,7.6520548,0,,0.00..........,3,0
8424,bovine,f,5,15feb2017,5,1,640,...1..........,1,
8442,bovine,f,5,15feb2017,4,0,,...01.........,2,1
8442,bovine,f,5,15mar2017,4.0767123,1,640,...01.........,2,1
8248,bovine,f,5,22jun2016,4,1,,1.............,1,
8258,bovine,f,5,22jun2016,3,0,,0.00..........,3,0
8258,bovine,f,5,18jan2017,3.5753425,0,,0.00..........,3,0
8258,bovine,f,5,15feb2017,3.6520548,0,,0.00..........,3,0
8261,bovine,m,5,15feb2017,5,0,,...0..........,1,
18555,bovine,m,5,22jun2016,4,0,,0.............,1,
8694,bovine,m,5,22jun2016,6,0,,0.0...........,2,0
8694,bovine,m,5,18jan2017,6.5753425,0,,0.0...........,2,0
8700,bovine,f,5,22jun2016,4,0,,0.0.0.........,3,0
8700,bovine,f,5,18jan2017,4.5753425,0,,0.0.0.........,3,0
8700,bovine,f,5,15mar2017,4.7287671,0,,0.0.0.........,3,0
9492,bovine,f,5,22jun2016,4,0,,00............,2,0
9492,bovine,f,5,16nov2016,4.4027397,0,,00............,2,0
10366,bovine,f,5,22jun2016,3,0,,0.0.....00...0,5,0
10366,bovine,f,5,18jan2017,3.5753425,0,,0.0.....00...0,5,0
10366,bovine,f,5,25oct2017,4.3424658,0,,0.0.....00...0,5,0
10366,bovine,f,5,06dec2017,4.4575342,0,,0.0.....00...0,5,0
10366,bovine,f,5,13jun2018,4.9753425,0,,0.0.....00...0,5,0
10413,bovine,m,5,22jun2016,6,1,30,1.............,1,
10415,bovine,f,5,22jun2016,4,0,,0....0.111....,5,1
10415,bovine,f,5,26apr2017,4.8438356,0,,0....0.111....,5,1
10415,bovine,f,5,23aug2017,5.169863,1,20,0....0.111....,5,1
10415,bovine,f,5,25oct2017,5.3424658,1,80,0....0.111....,5,1
10415,bovine,f,5,06dec2017,5.4575342,1,320,0....0.111....,5,1
no tag 2,bovine,m,5,22jun2016,5,0,,0.............,1,
8476,bovine,f,5,22jun2016,4,0,,000000..0.....,7,0
8476,bovine,f,5,16nov2016,4.4027397,0,,000000..0.....,7,0
8476,bovine,f,5,18jan2017,4.5753425,0,,000000..0.....,7,0
8476,bovine,f,5,15feb2017,4.6520548,0,,000000..0.....,7,0
8476,bovine,f,5,15mar2017,4.7287671,0,,000000..0.....,7,0
8476,bovine,f,5,26apr2017,4.8438356,0,,000000..0.....,7,0
8476,bovine,f,5,25oct2017,5.3424658,0,,000000..0.....,7,0
8482,bovine,f,5,22jun2016,3,0,,0.............,1,
9129,bovine,f,5,22jun2016,6,0,,000.0.........,4,0
9129,bovine,f,5,16nov2016,6.4027397,0,,000.0.........,4,0
9129,bovine,f,5,18jan2017,6.5753425,0,,000.0.........,4,0
9129,bovine,f,5,15mar2017,6.7287671,0,,000.0.........,4,0
9133,bovine,m,5,22jun2016,7,0,,011...........,3,1
9133,bovine,m,5,16nov2016,7.4027397,1,640,011...........,3,1
9133,bovine,m,5,18jan2017,7.5753425,1,640,011...........,3,1
9472,bovine,m,5,22jun2016,5,0,,00............,2,0
9472,bovine,m,5,16nov2016,5.4027397,0,,00............,2,0
9482,bovine,f,5,22jun2016,3,0,,0.............,1,
9853,bovine,f,5,22jun2016,7,1,640,11............,2,
9853,bovine,f,5,16nov2016,7.4027397,1,640,11............,2,
9857,bovine,m,5,22jun2016,3,0,,000...........,3,0
9857,bovine,m,5,16nov2016,3.4027397,0,,000...........,3,0
9857,bovine,m,5,18jan2017,3.5753425,0,,000...........,3,0
10472,bovine,f,5,22jun2016,4,0,,00000..1.1....,7,1
10472,bovine,f,5,16nov2016,4.4027397,0,,00000..1.1....,7,1
10472,bovine,f,5,18jan2017,4.5753425,0,,00000..1.1....,7,1
10472,bovine,f,5,15feb2017,4.6520548,0,,00000..1.1....,7,1
10472,bovine,f,5,15mar2017,4.7287671,0,,00000..1.1....,7,1
10472,bovine,f,5,23aug2017,5.169863,1,80,00000..1.1....,7,1
10472,bovine,f,5,06dec2017,5.4575342,1,320,00000..1.1....,7,1
18571,bovine,f,5,22jun2016,2,0,,0.000...1.....,5,1
18571,bovine,f,5,18jan2017,2.5753425,0,,0.000...1.....,5,1
18571,bovine,f,5,15feb2017,2.6520548,0,,0.000...1.....,5,1
18571,bovine,f,5,15mar2017,2.7287671,0,,0.000...1.....,5,1
18571,bovine,f,5,25oct2017,3.3424658,1,320,0.000...1.....,5,1
10143,bovine,m,5,22jun2016,6,1,,1.............,1,
8432,bovine,f,5,22jun2016,7,0,,0.1...........,2,1
8432,bovine,f,5,18jan2017,7.5753425,1,80,0.1...........,2,1
8627,bovine,f,5,22jun2016,7,0,,0.............,1,
no tag 1,bovine,m,5,22jun2016,5,0,,0.............,1,
8978,bovine,m,5,22jun2016,3,0,,0.............,1,
8982,bovine,f,5,22jun2016,4,1,160,1.............,1,
10227,bovine,f,5,22jun2016,7,0,,0.............,1,
10230,bovine,f,5,22jun2016,4,1,30,11............,2,
10230,bovine,f,5,16nov2016,4.4027397,1,10,11............,2,
10236,bovine,m,5,22jun2016,7,0,,01............,2,1
10236,bovine,m,5,16nov2016,7.4027397,1,224,01............,2,1
8859,bovine,m,5,15feb2017,4,0,,...00.........,2,0
8859,bovine,m,5,15mar2017,4.0767123,0,,...00.........,2,0
10469,bovine,f,5,15feb2017,4,1,10,...1..........,1,
8907,bovine,f,5,15feb2017,8,0,,...0..........,1,
9276,bovine,f,5,15feb2017,6,0,,...01.........,2,1
9276,bovine,f,5,15mar2017,6.0767123,1,56,...01.........,2,1
18568,bovine,m,5,26apr2017,7,0,,.....0.1......,2,1
18568,bovine,m,5,23aug2017,7.3260274,1,20,.....0.1......,2,1
18569,bovine,f,5,26apr2017,6,1,640,.....1........,1,
18576,bovine,f,5,15feb2017,4,0,,...001.1......,4,1
18576,bovine,f,5,15mar2017,4.0767123,0,,...001.1......,4,1
18576,bovine,f,5,26apr2017,4.1917808,1,20,...001.1......,4,1
18576,bovine,f,5,23aug2017,4.5178082,1,640,...001.1......,4,1
18577,bovine,f,5,26apr2017,5,0,,.....0.0......,2,0
18577,bovine,f,5,23aug2017,5.3260274,0,,.....0.0......,2,0
NTBlWh,bovine,f,5,26apr2017,5,0,,.....0........,1,
NTRed,bovine,f,5,26apr2017,5,0,,.....0.001....,4,1
NTRed,bovine,f,5,23aug2017,5.3260274,0,,.....0.001....,4,1
NTRed,bovine,f,5,25oct2017,5.4986301,0,,.....0.001....,4,1
NTRed,bovine,f,5,06dec2017,5.6136986,1,160,.....0.001....,4,1
3770,bovine,f,5,26apr2017,7,0,,.....0..00...0,4,0
3770,bovine,f,5,25oct2017,7.4986301,0,,.....0..00...0,4,0
3770,bovine,f,5,06dec2017,7.6136986,0,,.....0..00...0,4,0
3770,bovine,f,5,13jun2018,8.1315068,0,,.....0..00...0,4,0
8440,bovine,m,5,26apr2017,5,0,,.....0.......0,2,0
8440,bovine,m,5,13jun2018,6.1315068,0,,.....0.......0,2,0
10354,bovine,f,5,26apr2017,5,0,,.....0..00....,3,0
10354,bovine,f,5,25oct2017,5.4986301,0,,.....0..00....,3,0
10354,bovine,f,5,06dec2017,5.6136986,0,,.....0..00....,3,0
10365,bovine,f,5,26apr2017,5,0,,.....0.000....,4,0
10365,bovine,f,5,23aug2017,5.3260274,0,,.....0.000....,4,0
10365,bovine,f,5,25oct2017,5.4986301,0,,.....0.000....,4,0
10365,bovine,f,5,06dec2017,5.6136986,0,,.....0.000....,4,0
10386,bovine,f,5,26apr2017,6,1,10,.....1........,1,
10389,bovine,f,5,26apr2017,4,0,,.....0.0.....0,3,0
10389,bovine,f,5,23aug2017,4.3260274,0,,.....0.0.....0,3,0
10389,bovine,f,5,13jun2018,5.1315068,0,,.....0.0.....0,3,0
10407,bovine,f,5,26apr2017,4,0,,.....0.0.0....,3,0
10407,bovine,f,5,23aug2017,4.3260274,0,,.....0.0.0....,3,0
10407,bovine,f,5,06dec2017,4.6136986,0,,.....0.0.0....,3,0
10410,bovine,f,5,26apr2017,5,0,,.....0..00....,3,0
10410,bovine,f,5,25oct2017,5.4986301,0,,.....0..00....,3,0
10410,bovine,f,5,06dec2017,5.6136986,0,,.....0..00....,3,0
10427,bovine,f,5,26apr2017,5,0,,.....0.00....0,4,0
10427,bovine,f,5,23aug2017,5.3260274,0,,.....0.00....0,4,0
10427,bovine,f,5,25oct2017,5.4986301,0,,.....0.00....0,4,0
10427,bovine,f,5,13jun2018,6.1315068,0,,.....0.00....0,4,0
10439,bovine,f,5,26apr2017,7,0,,.....0.000...0,5,0
10439,bovine,f,5,23aug2017,7.3260274,0,,.....0.000...0,5,0
10439,bovine,f,5,25oct2017,7.4986301,0,,.....0.000...0,5,0
10439,bovine,f,5,06dec2017,7.6136986,0,,.....0.000...0,5,0
10439,bovine,f,5,13jun2018,8.1315068,0,,.....0.000...0,5,0
10440,bovine,f,5,26apr2017,6,0,,.....0.000....,4,0
10440,bovine,f,5,23aug2017,6.3260274,0,,.....0.000....,4,0
10440,bovine,f,5,25oct2017,6.4986301,0,,.....0.000....,4,0
10440,bovine,f,5,06dec2017,6.6136986,0,,.....0.000....,4,0
