animal_id,species,sex,place,date,age_y,rvf,vnt_titre,pattern,numbleeds,seroconverted
Q0527455,bovine,f,7,15mar2017,3.709589,0,,00..0.........,3,0
Q0529668,bovine,f,7,29jun2016,6,0,,0.............,1,
Q0531273,bovine,m,7,29jun2016,2,1,640,1.............,1,
NTRw,bovine,f,7,26apr2017,2.5,0,,.....0........,1,
Q0526924,bovine,m,7,26apr2017,1.5,1,10,.....1.1...0..,3,
Q0526924,bovine,m,7,23aug2017,1.8260274,1,640,.....1.1...0..,3,
Q0526924,bovine,m,7,07mar2018,2.3630137,0,,.....1.1...0..,3,
Q0527045,bovine,f,7,06dec2017,6,0,,.........0...0,2,0
Q0527045,bovine,f,7,13jun2018,6.5178082,0,,.........0...0,2,0
Q0527046,bovine,f,7,26apr2017,4,0,,.....0.....1..,2,1
Q0527046,bovine,f,7,07mar2018,4.8630137,1,40,.....0.....1..,2,1
Q0527056,bovine,f,7,26apr2017,4,0,,.....0........,1,
Q0527281,bovine,f,7,29jun2016,2.5,0,,011...1....0..,5,1
Q0527281,bovine,f,7,23nov2016,2.9027397,1,80,011...1....0..,5,1
Q0527281,bovine,f,7,18jan2017,3.0561644,1,40,011...1....0..,5,1
Q0527281,bovine,f,7,21jun2017,3.4780822,1,640,011...1....0..,5,1
Q0527281,bovine,f,7,07mar2018,4.1876712,0,,011...1....0..,5,1
Q0527288,bovine,m,7,29jun2016,7,0,,0.1...1....0..,4,1
Q0527288,bovine,m,7,18jan2017,7.5561644,1,20,0.1...1....0..,4,1
Q0527288,bovine,m,7,21jun2017,7.9780822,1,160,0.1...1....0..,4,1
Q0527288,bovine,m,7,07mar2018,8.6876712,0,,0.1...1....0..,4,1
Q0527290,bovine,m,7,26apr2017,5,1,160,.....1........,1,
Q0527296,bovine,f,7,29jun2016,4,0,,0....0.00.....,4,0
Q0527296,bovine,f,7,26apr2017,4.8246575,0,,0....0.00.....,4,0
Q0527296,bovine,f,7,23aug2017,5.1506849,0,,0....0.00.....,4,0
Q0527296,bovine,f,7,25oct2017,5.3232877,0,,0....0.00.....,4,0
Q0527299,bovine,f,7,26apr2017,3,1,10,.....11....0..,3,
Q0527299,bovine,f,7,21jun2017,3.1534247,1,160,.....11....0..,3,
Q0527299,bovine,f,7,07mar2018,3.8630137,0,,.....11....0..,3,
Q0527305,bovine,m,7,06dec2017,5,1,80,.........1....,1,
Q0527310,bovine,f,7,29jun2016,3,0,,0.............,1,
Q0527314,bovine,f,7,26apr2017,,0,,.....000.0....,4,0
Q0527314,bovine,f,7,21jun2017,,0,,.....000.0....,4,0
Q0527314,bovine,f,7,23aug2017,,0,,.....000.0....,4,0
Q0527314,bovine,f,7,06dec2017,,0,,.....000.0....,4,0
Q0527319,bovine,f,7,26apr2017,3,0,,.....0.000.0.0,6,0
Q0527319,bovine,f,7,23aug2017,3.3260274,0,,.....0.000.0.0,6,0
Q0527319,bovine,f,7,25oct2017,3.4986301,0,,.....0.000.0.0,6,0
Q0527319,bovine,f,7,06dec2017,3.6136986,0,,.....0.000.0.0,6,0
Q0527319,bovine,f,7,07mar2018,3.8630137,0,,.....0.000.0.0,6,0
Q0527319,bovine,f,7,13jun2018,4.1315068,0,,.....0.000.0.0,6,0
Q0527823,bovine,f,7,26apr2017,,0,,.....001.1....,4,1
Q0527823,bovine,f,7,21jun2017,,0,,.....001.1....,4,1
Q0527823,bovine,f,7,23aug2017,,1,640,.....001.1....,4,1
Q0527823,bovine,f,7,06dec2017,,1,640,.....001.1....,4,1
Q0527830,bovine,f,7,26apr2017,3,0,,.....0.1.1.0..,4,1
Q0527830,bovine,f,7,23aug2017,3.3260274,1,10,.....0.1.1.0..,4,1
Q0527830,bovine,f,7,06dec2017,3.6136986,1,224,.....0.1.1.0..,4,1
Q0527830,bovine,f,7,07mar2018,3.8630137,0,,.....0.1.1.0..,4,1
Q0527223,bovine,f,7,29jun2016,2.5,0,,0.............,1,
Q0527225,bovine,f,7,29jun2016,4,0,,0.............,1,
Q0527229,bovine,f,7,29jun2016,3,0,,01............,2,1
Q0527229,bovine,f,7,23nov2016,3.4027397,1,80,01............,2,1
Q0527230,bovine,f,7,29jun2016,4,0,,01..1.........,3,1
Q0527230,bovine,f,7,23nov2016,4.4027397,1,640,01..1.........,3,1
Q0527230,bovine,f,7,15mar2017,4.709589,1,640,01..1.........,3,1
Q0527657,bovine,m,7,29jun2016,5,0,,0.1...........,2,1
Q0527657,bovine,m,7,18jan2017,5.5561644,1,20,0.1...........,2,1
Q0527665,bovine,m,7,29jun2016,4,0,,0.............,1,
Q0527669,bovine,f,7,29jun2016,5,0,,0.1...........,2,1
Q0527669,bovine,f,7,18jan2017,5.5561644,1,40,0.1...........,2,1
Q0527518,bovine,f,7,29jun2016,2.5,1,640,1.............,1,
Q0527536,bovine,f,7,29jun2016,4,1,,1.............,1,
Q0527572,bovine,f,7,29jun2016,3.5,0,,0.............,1,
Q0527574,bovine,f,7,29jun2016,3.5,0,,0...1.........,2,1
Q0527574,bovine,f,7,15mar2017,4.209589,1,28,0...1.........,2,1
Q0527058,bovine,f,7,29jun2016,4,1,640,1.............,1,
Q0527060,bovine,f,7,29jun2016,6,1,,1.............,1,
Q0527061,bovine,f,7,29jun2016,2,1,,1...1.........,2,
Q0527061,bovine,f,7,15mar2017,2.709589,1,640,1...1.........,2,
Q0513469,bovine,f,7,06dec2017,4,0,,.........0....,1,
Q0527019,bovine,f,7,25oct2017,5,0,,........0.....,1,
Q0527020,bovine,f,7,25oct2017,4,0,,........0.....,1,
Q0527025,bovine,f,7,06dec2017,6,0,,.........0...0,2,0
Q0527025,bovine,f,7,13jun2018,6.5178082,0,,.........0...0,2,0
Q0527028,bovine,f,7,06dec2017,5,0,,.........0...1,2,1
Q0527028,bovine,f,7,13jun2018,5.5178082,1,10,.........0...1,2,1
Q0526914,bovine,f,7,29jun2016,5,1,,1.....1....0..,3,
Q0526914,bovine,f,7,21jun2017,5.9780822,1,10,1.....1....0..,3,
Q0526914,bovine,f,7,07mar2018,6.6876712,0,,1.....1....0..,3,
Q0527017,bovine,f,7,29jun2016,5,0,,00......0.....,3,0
Q0527017,bovine,f,7,23nov2016,5.4027397,0,,00......0.....,3,0
Q0527017,bovine,f,7,25oct2017,6.3232877,0,,00......0.....,3,0
Q0527021,bovine,f,7,29jun2016,4,1,20,1.....1....0..,3,
Q0527021,bovine,f,7,21jun2017,4.9780822,1,160,1.....1....0..,3,
Q0527021,bovine,f,7,07mar2018,5.6876712,0,,1.....1....0..,3,
Q0527034,bovine,f,7,29jun2016,4,0,,011.111....1..,7,1
Q0527034,bovine,f,7,23nov2016,4.4027397,1,40,011.111....1..,7,1
Q0527034,bovine,f,7,18jan2017,4.5561644,1,20,011.111....1..,7,1
Q0527034,bovine,f,7,15mar2017,4.709589,1,20,011.111....1..,7,1
Q0527034,bovine,f,7,26apr2017,4.8246575,1,40,011.111....1..,7,1
Q0527034,bovine,f,7,21jun2017,4.9780822,1,640,011.111....1..,7,1
Q0527034,bovine,f,7,07mar2018,5.6876712,1,10,011.111....1..,7,1
Q0521520,bovine,m,7,29jun2016,3.5,0,,0.............,1,
Q0521522,bovine,f,7,29jun2016,4,0,,0.............,1,
Q0523639,bovine,f,7,29jun2016,4,0,,0.............,1,
Q0526933,bovine,m,7,29jun2016,4,0,,00............,2,0
Q0526933,bovine,m,7,23nov2016,4.4027397,0,,00............,2,0
Q0526935,bovine,m,7,29jun2016,4,0,,0.............,1,
Q052777,bovine,f,7,29jun2016,6,0,,00............,2,0
Q052777,bovine,f,7,23nov2016,6.4027397,0,,00............,2,0
Q052778,bovine,f,7,29jun2016,6,1,20,1.............,1,
Q0527437,bovine,f,7,29jun2016,5.5,0,,000...........,3,0
Q0527437,bovine,f,7,23nov2016,5.9027397,0,,000...........,3,0
Q0527437,bovine,f,7,18jan2017,6.0561644,0,,000...........,3,0
Q0527450,bovine,f,7,29jun2016,5.5,1,320,1.............,1,
Q527442,bovine,f,7,29jun2016,2,0,,000...........,3,0
Q527442,bovine,f,7,23nov2016,2.4027397,0,,000...........,3,0
Q527442,bovine,f,7,18jan2017,2.5561644,0,,000...........,3,0
Q0527691,bovine,f,7,15mar2017,6,0,,....0.........,1,
Mabala,bovine,m,7,29jun2016,1.5,1,80,1.............,1,
Q0525630,bovine,m,7,29jun2016,5,0,,0.............,1,
Q0526505,bovine,f,7,29jun2016,4,1,40,1.............,1,
31614a,bovine,f,8,21jun2016,4,1,,1.............,1,
31925,bovine,f,8,21jun2016,3.5,0,,0.............,1,
31217,bovine,f,8,21jun2016,5,0,,0.............,1,
31254,bovine,f,8,21jun2016,1.5,1,28,1.............,1,
31181,bovine,f,8,21jun2016,1,1,,1.............,1,
31684,bovine,m,8,21jun2016,4,0,,0.............,1,
greentag,bovine,f,8,21jun2016,6,1,640,1.............,1,
31838,bovine,f,8,21jun2016,7,1,,1.............,1,
31845,bovine,f,8,21jun2016,7,1,,1.............,1,
31848,bovine,m,8,21jun2016,5,1,640,1.............,1,
30951,bovine,f,8,21jun2016,3,0,,0.............,1,
30955,bovine,f,8,21jun2016,3.5,1,640,1.............,1,
30956,bovine,f,8,21jun2016,4,1,640,1.............,1,
31278,bovine,f,8,21jun2016,4,0,,0.............,1,
31557,bovine,f,8,21jun2016,7,0,,0.............,1,
38669,bovine,f,8,21jun2016,3,0,,0.............,1,
38670,bovine,m,8,21jun2016,3,1,,1.............,1,
pinktag,bovine,f,8,21jun2016,6,0,,0.............,1,
31511,bovine,f,8,21jun2016,3,1,,1.............,1,
31736,bovine,m,8,21jun2016,3,0,,0.............,1,
31750,bovine,f,8,21jun2016,6,0,,0.............,1,
33656,bovine,m,8,21jun2016,8,1,10,1.............,1,
33034,bovine,f,8,21jun2016,8,0,,0.............,1,
33047,bovine,f,8,21jun2016,7,1,640,1.............,1,
31163,bovine,f,8,21jun2016,4,0,,0.............,1,
31614b,bovine,m,8,21jun2016,6,0,,0.............,1,
31050,bovine,f,8,21jun2016,3,1,20,1.............,1,
31195,bovine,f,8,21jun2016,7,1,640,1.............,1,
31196,bovine,m,8,21jun2016,4,0,,0.............,1,
31185,bovine,m,8,21jun2016,2,0,,0.............,1,
31342,bovine,f,8,21jun2016,3,0,,0.............,1,
31474,bovine,f,8,21jun2016,5,1,640,1.............,1,
31497,bovine,m,8,21jun2016,4,1,,1.............,1,
31406,bovine,m,8,21jun2016,4,0,,0.............,1,
31416,bovine,f,8,21jun2016,6,0,,0.............,1,
30290,bovine,f,8,21jun2016,3,0,,0.............,1,
31084,bovine,f,8,21jun2016,7,0,,0.............,1,
31096,bovine,m,8,21jun2016,2,0,,0.............,1,
31111,bovine,f,8,21jun2016,3,0,,0.............,1,
31012,bovine,m,8,21jun2016,4,0,,0.............,1,
31579,bovine,f,8,21jun2016,2.5,0,,0.............,1,
30252,bovine,f,8,21jun2016,6,1,,1.............,1,
30262,bovine,f,8,21jun2016,7,0,,0.............,1,
30266,bovine,f,8,21jun2016,3,0,,0.............,1,
31203,bovine,f,8,21jun2016,2,1,640,1.............,1,
31208,bovine,m,8,21jun2016,3,1,,1.............,1,
31290,bovine,m,8,21jun2016,6,1,640,1.............,1,
31564,bovine,f,8,21jun2016,3,0,,0.............,1,
notag,bovine,m,8,21jun2016,6,0,,0.............,1,
31338,bovine,m,8,21jun2016,3,1,,1.............,1,
69770,bovine,f,9,02mar2017,5,1,20,...1..........,1,
71078,bovine,f,9,02mar2017,7,1,112,...1..........,1,
39912,bovine,f,9,24jun2016,3,1,30,1.............,1,
40986,bovine,f,9,24jun2016,4,1,,1.............,1,
39770a,bovine,f,9,24jun2016,2,1,,1.............,1,
39843,bovine,m,9,24jun2016,3,0,,000...........,3,0
39843,bovine,m,9,25nov2016,3.4219178,0,,000...........,3,0
39843,bovine,m,9,20jan2017,3.5753425,0,,000...........,3,0
39968,bovine,m,9,24jun2016,8,0,,00............,2,0
39968,bovine,m,9,25nov2016,8.4219178,0,,00............,2,0
39628,bovine,f,9,24jun2016,2,0,,0.............,1,
39928,bovine,f,9,24jun2016,5,1,,1.............,1,
75225,bovine,f,9,24jun2016,2.5,0,,000...........,3,0
75225,bovine,f,9,25nov2016,2.9219178,0,,000...........,3,0
75225,bovine,f,9,20jan2017,3.0753425,0,,000...........,3,0
81114,bovine,f,9,02mar2017,3,1,20,...1..........,1,
40618,bovine,m,9,24jun2016,4,1,20,1.............,1,
40584,bovine,f,9,24jun2016,6,1,20,1.............,1,
40585,bovine,f,9,24jun2016,3,0,,0.1...........,2,1
40585,bovine,f,9,20jan2017,3.5753425,1,40,0.1...........,2,1
40574,bovine,f,9,24jun2016,5,1,,1.............,1,
40575,bovine,f,9,24jun2016,2.5,0,,0.............,1,
40577,bovine,f,9,24jun2016,8,0,,0.............,1,
39601,bovine,f,9,24jun2016,7,1,,111...........,3,
39601,bovine,f,9,25nov2016,7.4219178,1,160,111...........,3,
39601,bovine,f,9,20jan2017,7.5753425,1,40,111...........,3,
39603,bovine,f,9,24jun2016,4,1,20,1.............,1,
39604,bovine,f,9,24jun2016,4,1,,1.............,1,
39889,bovine,f,9,24jun2016,8,0,,00000.........,5,0
39889,bovine,f,9,25nov2016,8.4219178,0,,00000.........,5,0
39889,bovine,f,9,20jan2017,8.5753425,0,,00000.........,5,0
39889,bovine,f,9,02mar2017,8.6876712,0,,00000.........,5,0
39889,bovine,f,9,24mar2017,8.7479452,0,,00000.........,5,0
39890,bovine,f,9,24jun2016,2,0,,00..1.........,3,1
39890,bovine,f,9,25nov2016,2.4219178,0,,00..1.........,3,1
39890,bovine,f,9,24mar2017,2.7479452,1,80,00..1.........,3,1
40980,bovine,f,9,24jun2016,6,1,30,1.............,1,
40982,bovine,f,9,24jun2016,6,0,,00............,2,0
40982,bovine,f,9,25nov2016,6.4219178,0,,00............,2,0
39894,bovine,f,9,24jun2016,4,1,20,1.............,1,
39897,bovine,f,9,24jun2016,6,1,,1.............,1,
no tag 1s,bovine,m,9,24jun2016,2,0,,001...........,3,1
no tag 1s,bovine,m,9,25nov2016,2.4219178,0,,001...........,3,1
no tag 1s,bovine,m,9,20jan2017,2.5753425,1,10,001...........,3,1
40800,bovine,f,9,02mar2017,5,1,10,...1..........,1,
40803,bovine,f,9,02mar2017,4,0,,...0..........,1,
40677,bovine,f,9,24jun2016,8,1,,1...1.........,2,
40677,bovine,f,9,24mar2017,8.7479452,1,640,1...1.........,2,
40680,bovine,f,9,24jun2016,5,1,640,1.............,1,
39763,bovine,f,9,24jun2016,5,1,640,1.............,1,
39770,bovine,m,9,24jun2016,3,1,,1.............,1,
39788,bovine,f,9,24jun2016,2,1,20,1.............,1,
39792,bovine,f,9,24jun2016,4,0,,0.01..........,3,1
39792,bovine,f,9,20jan2017,4.5753425,0,,0.01..........,3,1
39792,bovine,f,9,02mar2017,4.6876712,1,20,0.01..........,3,1
39701,bovine,f,9,24jun2016,6,0,,0.000.........,4,0
39701,bovine,f,9,20jan2017,6.5753425,0,,0.000.........,4,0
39701,bovine,f,9,02mar2017,6.6876712,0,,0.000.........,4,0
39701,bovine,f,9,24mar2017,6.7479452,0,,0.000.........,4,0
39705,bovine,f,9,24jun2016,4,0,,0.............,1,
39706,bovine,f,9,24jun2016,6,0,,0..01.........,3,1
39706,bovine,f,9,02mar2017,6.6876712,0,,0..01.........,3,1
39706,bovine,f,9,24mar2017,6.7479452,1,14,0..01.........,3,1
39720,bovine,f,9,24jun2016,4,1,20,1.............,1,
39921,bovine,f,9,24jun2016,8,0,,00011.........,5,1
39921,bovine,f,9,25nov2016,8.4219178,0,,00011.........,5,1
39921,bovine,f,9,20jan2017,8.5753425,0,,00011.........,5,1
39921,bovine,f,9,02mar2017,8.6876712,1,10,00011.........,5,1
39921,bovine,f,9,24mar2017,8.7479452,1,20,00011.........,5,1
39922,bovine,f,9,24jun2016,5,1,,1.............,1,
40863,bovine,f,9,24jun2016,6,0,,011...........,3,1
40863,bovine,f,9,25nov2016,6.4219178,1,10,011...........,3,1
40863,bovine,f,9,20jan2017,6.5753425,1,20,011...........,3,1
29924,bovine,,9,02mar2018,,0,,...........0.0,2,0
29924,bovine,,9,13jun2018,,0,,...........0.0,2,0
39749,bovine,f,9,24jun2016,2,0,,0.............,1,
39934,bovine,m,9,24jun2016,5,0,,0.0..0000.....,6,0
39934,bovine,m,9,20jan2017,5.5753425,0,,0.0..0000.....,6,0
39934,bovine,m,9,28apr2017,5.8438356,0,,0.0..0000.....,6,0
39934,bovine,m,9,23jun2017,5.9972603,0,,0.0..0000.....,6,0
39934,bovine,m,9,24aug2017,6.1671233,0,,0.0..0000.....,6,0
39934,bovine,m,9,27oct2017,6.3424658,0,,0.0..0000.....,6,0
39935,bovine,m,9,24jun2016,6,0,0,0....0000..000,8,0
39935,bovine,m,9,28apr2017,6.8438356,0,,0....0000..000,8,0
39935,bovine,m,9,23jun2017,6.9972603,0,,0....0000..000,8,0
39935,bovine,m,9,24aug2017,7.1671233,0,,0....0000..000,8,0
39935,bovine,m,9,27oct2017,7.3424658,0,,0....0000..000,8,0
39935,bovine,m,9,02mar2018,7.6876712,0,,0....0000..000,8,0
39935,bovine,m,9,10apr2018,7.7945205,0,,0....0000..000,8,0
39935,bovine,m,9,13jun2018,7.969863,0,,0....0000..000,8,0
39936,bovine,f,9,28apr2017,5,0,,.....0000....0,5,0
39936,bovine,f,9,23jun2017,5.1534247,0,,.....0000....0,5,0
39936,bovine,f,9,24aug2017,5.3232877,0,,.....0000....0,5,0
39936,bovine,f,9,27oct2017,5.4986301,0,,.....0000....0,5,0
39936,bovine,f,9,13jun2018,6.1260274,0,,.....0000....0,5,0
39940,bovine,m,9,28apr2017,5,1,80,.....11.......,2,
39940,bovine,m,9,23jun2017,5.1534247,1,640,.....11.......,2,
39944,bovine,m,9,24jun2016,4,0,,00.1..0.......,4,1
39944,bovine,m,9,25nov2016,4.4219178,0,,00.1..0.......,4,1
39944,bovine,m,9,02mar2017,4.6876712,1,80,00.1..0.......,4,1
39944,bovine,m,9,23jun2017,4.9972603,0,,00.1..0.......,4,1
39949,bovine,f,9,28apr2017,2,0,,.....001......,3,1
39949,bovine,f,9,23jun2017,2.1534247,0,,.....001......,3,1
39949,bovine,f,9,24aug2017,2.3232877,1,20,.....001......,3,1
39963,bovine,,9,02mar2018,,0,,...........0..,1,
40004,bovine,f,9,28apr2017,2,0,,.....0000..000,7,0
40004,bovine,f,9,23jun2017,2.1534247,0,,.....0000..000,7,0
40004,bovine,f,9,24aug2017,2.3232877,0,,.....0000..000,7,0
40004,bovine,f,9,27oct2017,2.4986301,0,,.....0000..000,7,0
40004,bovine,f,9,02mar2018,2.8438356,0,,.....0000..000,7,0
40004,bovine,f,9,13apr2018,2.9589041,0,,.....0000..000,7,0
40004,bovine,f,9,13jun2018,3.1260274,0,,.....0000..000,7,0
40007,bovine,f,9,28apr2017,3,1,40,.....1......1.,2,
40007,bovine,f,9,13apr2018,3.9589041,1,640,.....1......1.,2,
40008,bovine,m,9,28apr2017,2,0,,.....00.......,2,0
40008,bovine,m,9,23jun2017,2.1534247,0,,.....00.......,2,0
40012,bovine,f,9,28apr2017,3,0,,.....0000..000,7,0
40012,bovine,f,9,23jun2017,3.1534247,0,,.....0000..000,7,0
40012,bovine,f,9,24aug2017,3.3232877,0,,.....0000..000,7,0
40012,bovine,f,9,27oct2017,3.4986301,0,,.....0000..000,7,0
40012,bovine,f,9,02mar2018,3.8438356,0,,.....0000..000,7,0
40012,bovine,f,9,13apr2018,3.9589041,0,,.....0000..000,7,0
40012,bovine,f,9,13jun2018,4.1260274,0,,.....0000..000,7,0
40013,bovine,f,9,28apr2017,3,0,,.....0........,1,
40016,bovine,m,9,28apr2017,2,0,,.....0000.....,4,0
40016,bovine,m,9,23jun2017,2.1534247,0,,.....0000.....,4,0
40016,bovine,m,9,24aug2017,2.3232877,0,,.....0000.....,4,0
40016,bovine,m,9,27oct2017,2.4986301,0,,.....0000.....,4,0
40019,bovine,f,9,28apr2017,3,1,40,.....1......1.,2,
40019,bovine,f,9,13apr2018,3.9589041,1,640,.....1......1.,2,
40021,bovine,m,9,28apr2017,3,0,,.....00.......,2,0
40021,bovine,m,9,23jun2017,3.1534247,0,,.....00.......,2,0
40023,bovine,f,9,28apr2017,2,1,640,.....11.......,2,
40023,bovine,f,9,23jun2017,2.1534247,1,640,.....11.......,2,
40027,bovine,f,9,28apr2017,3,0,,.....000...000,6,0
40027,bovine,f,9,23jun2017,3.1534247,0,,.....000...000,6,0
40027,bovine,f,9,24aug2017,3.3232877,0,,.....000...000,6,0
40027,bovine,f,9,02mar2018,3.8438356,0,,.....000...000,6,0
40027,bovine,f,9,13apr2018,3.9589041,0,,.....000...000,6,0
40027,bovine,f,9,13jun2018,4.1260274,0,,.....000...000,6,0
40028,bovine,f,9,28apr2017,3,1,10,.....11.......,2,
40028,bovine,f,9,23jun2017,3.1534247,1,160,.....11.......,2,
40029,bovine,m,9,28apr2017,1.8,1,10,.....11.......,2,
40029,bovine,m,9,23jun2017,1.9534247,1,80,.....11.......,2,
40030,bovine,f,9,28apr2017,2.5,0,,.....00.0..01.,5,1
40030,bovine,f,9,23jun2017,2.6534247,0,,.....00.0..01.,5,1
40030,bovine,f,9,27oct2017,2.9986301,0,,.....00.0..01.,5,1
40030,bovine,f,9,02mar2018,3.3438356,0,,.....00.0..01.,5,1
40030,bovine,f,9,13apr2018,3.4589041,1,10,.....00.0..01.,5,1
40031,bovine,f,9,28apr2017,4,1,20,.....1........,1,
40034,bovine,f,9,28apr2017,2,0,,.....00.0..000,6,0
40034,bovine,f,9,23jun2017,2.1534247,0,,.....00.0..000,6,0
40034,bovine,f,9,27oct2017,2.4986301,0,,.....00.0..000,6,0
40034,bovine,f,9,02mar2018,2.8438356,0,,.....00.0..000,6,0
40034,bovine,f,9,13apr2018,2.9589041,0,,.....00.0..000,6,0
40034,bovine,f,9,13jun2018,3.1260274,0,,.....00.0..000,6,0
40036,bovine,f,9,28apr2017,3,0,,.....0000.....,4,0
40036,bovine,f,9,23jun2017,3.1534247,0,,.....0000.....,4,0
40036,bovine,f,9,24aug2017,3.3232877,0,,.....0000.....,4,0
40036,bovine,f,9,27oct2017,3.4986301,0,,.....0000.....,4,0
40039,bovine,f,9,28apr2017,2,0,,.....0000.....,4,0
40039,bovine,f,9,23jun2017,2.1534247,0,,.....0000.....,4,0
40039,bovine,f,9,24aug2017,2.3232877,0,,.....0000.....,4,0
40039,bovine,f,9,27oct2017,2.4986301,0,,.....0000.....,4,0
40042,bovine,m,9,28apr2017,2.5,0,,.....0000.....,4,0
40042,bovine,m,9,23jun2017,2.6534247,0,,.....0000.....,4,0
40042,bovine,m,9,24aug2017,2.8232877,0,,.....0000.....,4,0
40042,bovine,m,9,27oct2017,2.9986301,0,,.....0000.....,4,0
40043,bovine,f,9,28apr2017,2,0,,.....000...00.,5,0
40043,bovine,f,9,23jun2017,2.1534247,0,,.....000...00.,5,0
40043,bovine,f,9,24aug2017,2.3232877,0,,.....000...00.,5,0
40043,bovine,f,9,02mar2018,2.8438356,0,,.....000...00.,5,0
40043,bovine,f,9,13apr2018,2.9589041,0,,.....000...00.,5,0
40047,bovine,f,9,28apr2017,2,0,,.....000......,3,0
40047,bovine,f,9,23jun2017,2.1534247,0,,.....000......,3,0
40047,bovine,f,9,24aug2017,2.3232877,0,,.....000......,3,0
40922,bovine,f,9,28apr2017,2.5,0,,.....0000..00.,6,0
40922,bovine,f,9,23jun2017,2.6534247,0,,.....0000..00.,6,0
40922,bovine,f,9,24aug2017,2.8232877,0,,.....0000..00.,6,0
40922,bovine,f,9,27oct2017,2.9986301,0,,.....0000..00.,6,0
40922,bovine,f,9,02mar2018,3.3438356,0,,.....0000..00.,6,0
40922,bovine,f,9,13apr2018,3.4589041,0,,.....0000..00.,6,0
71244,bovine,m,9,28apr2017,3.5,0,,.....00.0.....,3,0
71244,bovine,m,9,23jun2017,3.6534247,0,,.....00.0.....,3,0
71244,bovine,m,9,27oct2017,3.9986301,0,,.....00.0.....,3,0
Not tagged yet,bovine,f,9,28apr2017,.6666667,0,,.....0........,1,
39981,bovine,f,9,24jun2016,3,1,,1.............,1,
39987,bovine,m,9,24jun2016,6,1,10,1.............,1,
40906,bovine,f,9,24jun2016,9,1,10,1.............,1,
40907,bovine,m,9,24jun2016,4,0,,001...........,3,1
40907,bovine,m,9,25nov2016,4.4219178,0,,001...........,3,1
40907,bovine,m,9,20jan2017,4.5753425,1,40,001...........,3,1
no tag 2s,bovine,m,9,24jun2016,2,0,,00............,2,0
no tag 2s,bovine,m,9,25nov2016,2.4219178,0,,00............,2,0
39555,bovine,f,9,24jun2016,5,1,320,1.............,1,
39558,bovine,f,9,24jun2016,4,1,,1.............,1,
40810,bovine,f,9,02mar2017,9,1,10,...11.........,2,
40810,bovine,f,9,24mar2017,9.060274,1,10,...11.........,2,
39821,bovine,f,9,24jun2016,2,0,,0.1.1.........,3,1
39821,bovine,f,9,20jan2017,2.5753425,1,10,0.1.1.........,3,1
39821,bovine,f,9,24mar2017,2.7479452,1,80,0.1.1.........,3,1
39829,bovine,f,9,24jun2016,2,1,14,1.............,1,
